REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2018 ","PERCENT OF PERSONS
AGES 25-64
2018","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2018","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2018"
"Oregon, Congressional District 3 (113th - current)",Not a high school graduate,"43,000",8.7,7.9,9.5
"Oregon, Congressional District 3 (113th - current)",High school diploma or GED,"199,000",39.9,38.6,41.3
"Oregon, Congressional District 3 (113th - current)",Associate's Degree,"42,000",8.5,7.8,9.2
"Oregon, Congressional District 3 (113th - current)",Bachelor's Degree,"134,000",26.9,25.9,28.0
"Oregon, Congressional District 3 (113th - current)",Graduate Degree,"80,000",15.9,15.2,16.7
"Oregon, Congressional District 4 (113th - current)",Not a high school graduate,"39,000",9.7,8.8,10.6
"Oregon, Congressional District 4 (113th - current)",High school diploma or GED,"211,000",53.0,51.4,54.6
"Oregon, Congressional District 4 (113th - current)",Associate's Degree,"41,000",10.3,9.5,11.0
"Oregon, Congressional District 4 (113th - current)",Bachelor's Degree,"70,000",17.5,16.5,18.5
"Oregon, Congressional District 4 (113th - current)",Graduate Degree,"38,000",9.5,8.9,10.2
"Oregon, Congressional District 5 (113th - current)",Not a high school graduate,"47,000",11.0,10.0,11.9
"Oregon, Congressional District 5 (113th - current)",High school diploma or GED,"205,000",47.8,46.1,49.5
"Oregon, Congressional District 5 (113th - current)",Associate's Degree,"43,000",9.9,9.2,10.7
"Oregon, Congressional District 5 (113th - current)",Bachelor's Degree,"90,000",21.1,20.0,22.1
"Oregon, Congressional District 5 (113th - current)",Graduate Degree,"44,000",10.3,9.6,10.9
"Pennsylvania, Congressional District 1 (113th - current)",Not a high school graduate,"18,000",4.8,4.3,5.4
"Pennsylvania, Congressional District 1 (113th - current)",High school diploma or GED,"160,000",42.3,40.9,43.8
"Pennsylvania, Congressional District 1 (113th - current)",Associate's Degree,"33,000",8.6,7.8,9.4
"Pennsylvania, Congressional District 1 (113th - current)",Bachelor's Degree,"104,000",27.5,26.4,28.6
"Pennsylvania, Congressional District 1 (113th - current)",Graduate Degree,"64,000",16.8,15.9,17.7
"Pennsylvania, Congressional District 2 (113th - current)",Not a high school graduate,"66,000",16.8,15.5,18.1
"Pennsylvania, Congressional District 2 (113th - current)",High school diploma or GED,"213,000",54.4,52.5,56.3
"Pennsylvania, Congressional District 2 (113th - current)",Associate's Degree,"25,000",6.3,5.6,7.0
"Pennsylvania, Congressional District 2 (113th - current)",Bachelor's Degree,"59,000",15.1,14.0,16.2
"Pennsylvania, Congressional District 2 (113th - current)",Graduate Degree,"29,000",7.4,6.6,8.2
"Pennsylvania, Congressional District 3 (113th - current)",Not a high school graduate,"31,000",7.4,6.6,8.3
"Pennsylvania, Congressional District 3 (113th - current)",High school diploma or GED,"176,000",42.9,41.1,44.6
"Pennsylvania, Congressional District 3 (113th - current)",Associate's Degree,"22,000",5.4,4.7,6.1
"Pennsylvania, Congressional District 3 (113th - current)",Bachelor's Degree,"96,000",23.5,22.2,24.8
"Pennsylvania, Congressional District 3 (113th - current)",Graduate Degree,"85,000",20.8,19.7,21.8
"Pennsylvania, Congressional District 4 (113th - current)",Not a high school graduate,"16,000",4.1,3.6,4.7
"Pennsylvania, Congressional District 4 (113th - current)",High school diploma or GED,"140,000",36.3,34.9,37.7
"Pennsylvania, Congressional District 4 (113th - current)",Associate's Degree,"30,000",7.8,7.1,8.5
"Pennsylvania, Congressional District 4 (113th - current)",Bachelor's Degree,"119,000",31.0,29.9,32.0
"Pennsylvania, Congressional District 4 (113th - current)",Graduate Degree,"80,000",20.8,19.9,21.8
"Pennsylvania, Congressional District 5 (113th - current)",Not a high school graduate,"27,000",7.2,6.4,8.0
"Pennsylvania, Congressional District 5 (113th - current)",High school diploma or GED,"168,000",45.0,43.4,46.7
"Pennsylvania, Congressional District 5 (113th - current)",Associate's Degree,"30,000",8.1,7.3,8.9
"Pennsylvania, Congressional District 5 (113th - current)",Bachelor's Degree,"86,000",23.1,22.1,24.1
"Pennsylvania, Congressional District 5 (113th - current)",Graduate Degree,"62,000",16.6,15.8,17.5
"Pennsylvania, Congressional District 6 (113th - current)",Not a high school graduate,"32,000",8.5,7.8,9.3
"Pennsylvania, Congressional District 6 (113th - current)",High school diploma or GED,"136,000",35.9,34.5,37.3
"Pennsylvania, Congressional District 6 (113th - current)",Associate's Degree,"27,000",7.2,6.5,7.9
"Pennsylvania, Congressional District 6 (113th - current)",Bachelor's Degree,"112,000",29.6,28.6,30.7
"Pennsylvania, Congressional District 6 (113th - current)",Graduate Degree,"71,000",18.7,17.8,19.6
"Pennsylvania, Congressional District 7 (113th - current)",Not a high school graduate,"32,000",8.6,7.8,9.5
"Pennsylvania, Congressional District 7 (113th - current)",High school diploma or GED,"187,000",49.7,48.0,51.3
"Pennsylvania, Congressional District 7 (113th - current)",Associate's Degree,"38,000",10.2,9.4,11.1
"Pennsylvania, Congressional District 7 (113th - current)",Bachelor's Degree,"75,000",19.9,18.8,20.9
"Pennsylvania, Congressional District 7 (113th - current)",Graduate Degree,"44,000",11.6,10.8,12.4
"Pennsylvania, Congressional District 8 (113th - current)",Not a high school graduate,"31,000",8.6,7.7,9.4
"Pennsylvania, Congressional District 8 (113th - current)",High school diploma or GED,"197,000",54.6,53.0,56.2
"Pennsylvania, Congressional District 8 (113th - current)",Associate's Degree,"39,000",10.9,10.0,11.7
"Pennsylvania, Congressional District 8 (113th - current)",Bachelor's Degree,"62,000",17.1,16.2,18.1
"Pennsylvania, Congressional District 8 (113th - current)",Graduate Degree,"32,000",8.9,8.1,9.6
"Pennsylvania, Congressional District 9 (113th - current)",Not a high school graduate,"31,000",8.7,7.9,9.5
"Pennsylvania, Congressional District 9 (113th - current)",High school diploma or GED,"207,000",57.3,55.9,58.8
"Pennsylvania, Congressional District 9 (113th - current)",Associate's Degree,"38,000",10.4,9.6,11.2
"Pennsylvania, Congressional District 9 (113th - current)",Bachelor's Degree,"56,000",15.6,14.8,16.4
"Pennsylvania, Congressional District 9 (113th - current)",Graduate Degree,"28,000",7.9,7.3,8.5
"Pennsylvania, Congressional District 10 (113th - current)",Not a high school graduate,"29,000",7.6,6.8,8.4
"Pennsylvania, Congressional District 10 (113th - current)",High school diploma or GED,"178,000",46.7,45.1,48.2
"Pennsylvania, Congressional District 10 (113th - current)",Associate's Degree,"39,000",10.2,9.4,11.1
"Pennsylvania, Congressional District 10 (113th - current)",Bachelor's Degree,"88,000",23.1,22.0,24.2
"Pennsylvania, Congressional District 10 (113th - current)",Graduate Degree,"47,000",12.4,11.6,13.2
"Pennsylvania, Congressional District 11 (113th - current)",Not a high school graduate,"45,000",12.0,11.0,13.0
"Pennsylvania, Congressional District 11 (113th - current)",High school diploma or GED,"187,000",50.5,48.8,52.1
"Pennsylvania, Congressional District 11 (113th - current)",Associate's Degree,"33,000",9.0,8.3,9.7
"Pennsylvania, Congressional District 11 (113th - current)",Bachelor's Degree,"70,000",18.9,18.0,19.9
"Pennsylvania, Congressional District 11 (113th - current)",Graduate Degree,"36,000",9.6,8.8,10.4
"Pennsylvania, Congressional District 12 (113th - current)",Not a high school graduate,"29,000",8.4,7.8,9.1
"Pennsylvania, Congressional District 12 (113th - current)",High school diploma or GED,"189,000",55.6,54.4,56.8
"Pennsylvania, Congressional District 12 (113th - current)",Associate's Degree,"37,000",10.7,10.1,11.4
"Pennsylvania, Congressional District 12 (113th - current)",Bachelor's Degree,"55,000",16.2,15.3,17.1
"Pennsylvania, Congressional District 12 (113th - current)",Graduate Degree,"31,000",9.0,8.4,9.7
"Pennsylvania, Congressional District 13 (113th - current)",Not a high school graduate,"32,000",9.0,8.3,9.8
"Pennsylvania, Congressional District 13 (113th - current)",High school diploma or GED,"211,000",59.8,58.4,61.3
"Pennsylvania, Congressional District 13 (113th - current)",Associate's Degree,"38,000",10.8,10.1,11.5
"Pennsylvania, Congressional District 13 (113th - current)",Bachelor's Degree,"45,000",12.8,12.0,13.6
"Pennsylvania, Congressional District 13 (113th - current)",Graduate Degree,"27,000",7.5,6.9,8.1
"Pennsylvania, Congressional District 14 (113th - current)",Not a high school graduate,"18,000",5.2,4.7,5.7
"Pennsylvania, Congressional District 14 (113th - current)",High school diploma or GED,"187,000",52.8,51.3,54.3
"Pennsylvania, Congressional District 14 (113th - current)",Associate's Degree,"42,000",11.8,11.0,12.6
"Pennsylvania, Congressional District 14 (113th - current)",Bachelor's Degree,"70,000",19.9,18.9,20.9
"Pennsylvania, Congressional District 14 (113th - current)",Graduate Degree,"37,000",10.3,9.6,11.1
"Pennsylvania, Congressional District 15 (113th - current)",Not a high school graduate,"24,000",6.9,6.4,7.5
"Pennsylvania, Congressional District 15 (113th - current)",High school diploma or GED,"201,000",57.6,56.4,58.8
"Pennsylvania, Congressional District 15 (113th - current)",Associate's Degree,"41,000",11.9,11.2,12.5
"Pennsylvania, Congressional District 15 (113th - current)",Bachelor's Degree,"54,000",15.4,14.7,16.2
"Pennsylvania, Congressional District 15 (113th - current)",Graduate Degree,"28,000",8.1,7.5,8.8
"Pennsylvania, Congressional District 16 (113th - current)",Not a high school graduate,"25,000",7.3,6.6,7.9
"Pennsylvania, Congressional District 16 (113th - current)",High school diploma or GED,"182,000",52.3,50.9,53.7
"Pennsylvania, Congressional District 16 (113th - current)",Associate's Degree,"40,000",11.4,10.6,12.2
"Pennsylvania, Congressional District 16 (113th - current)",Bachelor's Degree,"65,000",18.6,17.8,19.5
"Pennsylvania, Congressional District 16 (113th - current)",Graduate Degree,"36,000",10.4,9.7,11.1
"Pennsylvania, Congressional District 17 (113th - current)",Not a high school graduate,"12,000",3.1,2.6,3.5
"Pennsylvania, Congressional District 17 (113th - current)",High school diploma or GED,"151,000",39.1,37.8,40.3
"Pennsylvania, Congressional District 17 (113th - current)",Associate's Degree,"44,000",11.4,10.7,12.2
"Pennsylvania, Congressional District 17 (113th - current)",Bachelor's Degree,"112,000",28.9,27.9,30.0
"Pennsylvania, Congressional District 17 (113th - current)",Graduate Degree,"68,000",17.5,16.5,18.4
"Pennsylvania, Congressional District 18 (113th - current)",Not a high school graduate,"17,000",4.7,4.2,5.3
"Pennsylvania, Congressional District 18 (113th - current)",High school diploma or GED,"146,000",40.3,39.0,41.6
"Pennsylvania, Congressional District 18 (113th - current)",Associate's Degree,"41,000",11.2,10.5,11.9
"Pennsylvania, Congressional District 18 (113th - current)",Bachelor's Degree,"91,000",25.1,24.1,26.1
"Pennsylvania, Congressional District 18 (113th - current)",Graduate Degree,"68,000",18.7,17.7,19.6
"Rhode Island, Congressional District 1 (113th - current)",Not a high school graduate,"31,000",11.0,9.7,12.3
"Rhode Island, Congressional District 1 (113th - current)",High school diploma or GED,"128,000",45.7,43.6,47.9
"Rhode Island, Congressional District 1 (113th - current)",Associate's Degree,"22,000",8.0,7.1,8.9
"Rhode Island, Congressional District 1 (113th - current)",Bachelor's Degree,"59,000",21.1,19.8,22.4
"Rhode Island, Congressional District 1 (113th - current)",Graduate Degree,"40,000",14.2,13.1,15.2
"Rhode Island, Congressional District 2 (113th - current)",Not a high school graduate,"19,000",6.7,5.8,7.6
"Rhode Island, Congressional District 2 (113th - current)",High school diploma or GED,"132,000",47.5,45.6,49.5
"Rhode Island, Congressional District 2 (113th - current)",Associate's Degree,"27,000",9.7,8.7,10.6
"Rhode Island, Congressional District 2 (113th - current)",Bachelor's Degree,"62,000",22.2,20.8,23.5
"Rhode Island, Congressional District 2 (113th - current)",Graduate Degree,"39,000",13.9,12.8,15.0
"South Carolina, Congressional District 1 (113th - current)",Not a high school graduate,"28,000",6.5,5.7,7.3
"South Carolina, Congressional District 1 (113th - current)",High school diploma or GED,"178,000",41.9,40.3,43.6
"South Carolina, Congressional District 1 (113th - current)",Associate's Degree,"46,000",10.8,9.9,11.8
"South Carolina, Congressional District 1 (113th - current)",Bachelor's Degree,"116,000",27.2,25.9,28.4
"South Carolina, Congressional District 1 (113th - current)",Graduate Degree,"58,000",13.6,12.7,14.5
"South Carolina, Congressional District 2 (113th - current)",Not a high school graduate,"24,000",6.5,5.8,7.3
"South Carolina, Congressional District 2 (113th - current)",High school diploma or GED,"183,000",49.7,47.9,51.5
"South Carolina, Congressional District 2 (113th - current)",Associate's Degree,"37,000",10.2,9.2,11.2
"South Carolina, Congressional District 2 (113th - current)",Bachelor's Degree,"78,000",21.3,20.1,22.5
"South Carolina, Congressional District 2 (113th - current)",Graduate Degree,"45,000",12.3,11.4,13.2
"South Carolina, Congressional District 3 (113th - current)",Not a high school graduate,"50,000",14.4,13.2,15.5
"South Carolina, Congressional District 3 (113th - current)",High school diploma or GED,"173,000",50.1,48.4,51.9
"South Carolina, Congressional District 3 (113th - current)",Associate's Degree,"40,000",11.7,10.8,12.6
"South Carolina, Congressional District 3 (113th - current)",Bachelor's Degree,"51,000",14.9,13.9,15.9
"South Carolina, Congressional District 3 (113th - current)",Graduate Degree,"31,000",8.9,8.1,9.8
"South Carolina, Congressional District 4 (113th - current)",Not a high school graduate,"41,000",10.7,9.7,11.6
"South Carolina, Congressional District 4 (113th - current)",High school diploma or GED,"171,000",44.7,43.0,46.4
"South Carolina, Congressional District 4 (113th - current)",Associate's Degree,"40,000",10.4,9.5,11.3
"South Carolina, Congressional District 4 (113th - current)",Bachelor's Degree,"88,000",22.8,21.8,23.9
"South Carolina, Congressional District 4 (113th - current)",Graduate Degree,"44,000",11.4,10.6,12.2
"South Carolina, Congressional District 5 (113th - current)",Not a high school graduate,"41,000",10.9,9.9,11.8
"South Carolina, Congressional District 5 (113th - current)",High school diploma or GED,"197,000",52.2,50.5,53.9
"South Carolina, Congressional District 5 (113th - current)",Associate's Degree,"43,000",11.3,10.4,12.3
"South Carolina, Congressional District 5 (113th - current)",Bachelor's Degree,"65,000",17.4,16.4,18.4
"South Carolina, Congressional District 5 (113th - current)",Graduate Degree,"31,000",8.2,7.5,9.0
"South Carolina, Congressional District 6 (113th - current)",Not a high school graduate,"38,000",11.5,10.5,12.5
"South Carolina, Congressional District 6 (113th - current)",High school diploma or GED,"190,000",57.4,55.4,59.3
"South Carolina, Congressional District 6 (113th - current)",Associate's Degree,"34,000",10.2,9.1,11.2
"South Carolina, Congressional District 6 (113th - current)",Bachelor's Degree,"46,000",14.0,13.0,15.1
"South Carolina, Congressional District 6 (113th - current)",Graduate Degree,"23,000",7.0,6.3,7.7
"South Carolina, Congressional District 7 (113th - current)",Not a high school graduate,"44,000",12.2,11.0,13.4
"South Carolina, Congressional District 7 (113th - current)",High school diploma or GED,"202,000",55.6,53.5,57.6
"South Carolina, Congressional District 7 (113th - current)",Associate's Degree,"41,000",11.4,10.4,12.4
"South Carolina, Congressional District 7 (113th - current)",Bachelor's Degree,"49,000",13.4,12.4,14.4
"South Carolina, Congressional District 7 (113th - current)",Graduate Degree,"27,000",7.4,6.6,8.2
"South Dakota, Congressional District (at Large) (113th - current)",Not a high school graduate,"31,000",7.0,6.4,7.6
"South Dakota, Congressional District (at Large) (113th - current)",High school diploma or GED,"212,000",48.6,47.2,50.0
"South Dakota, Congressional District (at Large) (113th - current)",Associate's Degree,"61,000",13.9,13.2,14.7
"South Dakota, Congressional District (at Large) (113th - current)",Bachelor's Degree,"94,000",21.5,20.6,22.5
"South Dakota, Congressional District (at Large) (113th - current)",Graduate Degree,"39,000",8.9,8.2,9.6
"Tennessee, Congressional District 1 (113th - current)",Not a high school graduate,"43,000",11.5,10.5,12.5
"Tennessee, Congressional District 1 (113th - current)",High school diploma or GED,"218,000",58.8,57.1,60.5
"Tennessee, Congressional District 1 (113th - current)",Associate's Degree,"30,000",8.1,7.4,8.8
"Tennessee, Congressional District 1 (113th - current)",Bachelor's Degree,"52,000",14.2,13.1,15.2
"Tennessee, Congressional District 1 (113th - current)",Graduate Degree,"27,000",7.4,6.7,8.1
"Tennessee, Congressional District 2 (113th - current)",Not a high school graduate,"33,000",8.6,7.8,9.4
"Tennessee, Congressional District 2 (113th - current)",High school diploma or GED,"189,000",49.2,47.6,50.9
"Tennessee, Congressional District 2 (113th - current)",Associate's Degree,"37,000",9.8,8.9,10.6
"Tennessee, Congressional District 2 (113th - current)",Bachelor's Degree,"77,000",20.2,19.1,21.3
"Tennessee, Congressional District 2 (113th - current)",Graduate Degree,"47,000",12.2,11.4,13.0
"Tennessee, Congressional District 3 (113th - current)",Not a high school graduate,"45,000",11.8,10.9,12.8
"Tennessee, Congressional District 3 (113th - current)",High school diploma or GED,"206,000",53.8,52.0,55.6
"Tennessee, Congressional District 3 (113th - current)",Associate's Degree,"37,000",9.7,8.9,10.6
"Tennessee, Congressional District 3 (113th - current)",Bachelor's Degree,"61,000",15.9,14.9,16.8
"Tennessee, Congressional District 3 (113th - current)",Graduate Degree,"34,000",8.8,8.1,9.5
"Tennessee, Congressional District 4 (113th - current)",Not a high school graduate,"47,000",11.3,10.3,12.2
"Tennessee, Congressional District 4 (113th - current)",High school diploma or GED,"232,000",55.7,53.9,57.5
"Tennessee, Congressional District 4 (113th - current)",Associate's Degree,"38,000",9.0,8.2,9.9
"Tennessee, Congressional District 4 (113th - current)",Bachelor's Degree,"71,000",17.0,15.8,18.1
"Tennessee, Congressional District 4 (113th - current)",Graduate Degree,"29,000",7.0,6.3,7.7
"Tennessee, Congressional District 5 (113th - current)",Not a high school graduate,"44,000",9.9,9.0,10.8
"Tennessee, Congressional District 5 (113th - current)",High school diploma or GED,"185,000",41.8,40.1,43.4
"Tennessee, Congressional District 5 (113th - current)",Associate's Degree,"30,000",6.7,6.1,7.4
"Tennessee, Congressional District 5 (113th - current)",Bachelor's Degree,"114,000",25.7,24.6,26.9
"Tennessee, Congressional District 5 (113th - current)",Graduate Degree,"70,000",15.9,14.9,16.8
"Tennessee, Congressional District 6 (113th - current)",Not a high school graduate,"42,000",10.3,9.5,11.2
"Tennessee, Congressional District 6 (113th - current)",High school diploma or GED,"233,000",57.7,56.1,59.3
"Tennessee, Congressional District 6 (113th - current)",Associate's Degree,"31,000",7.8,7.0,8.5
"Tennessee, Congressional District 6 (113th - current)",Bachelor's Degree,"66,000",16.3,15.3,17.2
"Tennessee, Congressional District 6 (113th - current)",Graduate Degree,"32,000",7.9,7.2,8.6
"Tennessee, Congressional District 7 (113th - current)",Not a high school graduate,"32,000",7.9,7.2,8.6
"Tennessee, Congressional District 7 (113th - current)",High school diploma or GED,"199,000",49.0,47.4,50.6
"Tennessee, Congressional District 7 (113th - current)",Associate's Degree,"35,000",8.7,7.9,9.5
"Tennessee, Congressional District 7 (113th - current)",Bachelor's Degree,"94,000",23.1,22.0,24.2
"Tennessee, Congressional District 7 (113th - current)",Graduate Degree,"46,000",11.3,10.4,12.2
"Tennessee, Congressional District 8 (113th - current)",Not a high school graduate,"34,000",9.5,8.6,10.4
"Tennessee, Congressional District 8 (113th - current)",High school diploma or GED,"189,000",53.1,51.5,54.7
"Tennessee, Congressional District 8 (113th - current)",Associate's Degree,"27,000",7.7,6.9,8.5
"Tennessee, Congressional District 8 (113th - current)",Bachelor's Degree,"64,000",18.0,16.9,19.0
"Tennessee, Congressional District 8 (113th - current)",Graduate Degree,"42,000",11.7,10.8,12.6
"Tennessee, Congressional District 9 (113th - current)",Not a high school graduate,"49,000",13.0,11.8,14.2
"Tennessee, Congressional District 9 (113th - current)",High school diploma or GED,"207,000",55.4,53.4,57.4
"Tennessee, Congressional District 9 (113th - current)",Associate's Degree,"22,000",6.0,5.3,6.7
"Tennessee, Congressional District 9 (113th - current)",Bachelor's Degree,"63,000",17.0,15.6,18.3
"Tennessee, Congressional District 9 (113th - current)",Graduate Degree,"32,000",8.6,7.9,9.4
"Texas, Congressional District 1 (113th - current)",Not a high school graduate,"56,000",16.0,14.7,17.2
"Texas, Congressional District 1 (113th - current)",High school diploma or GED,"189,000",54.2,52.2,56.1
"Texas, Congressional District 1 (113th - current)",Associate's Degree,"31,000",8.8,7.9,9.7
"Texas, Congressional District 1 (113th - current)",Bachelor's Degree,"51,000",14.6,13.5,15.7
"Texas, Congressional District 1 (113th - current)",Graduate Degree,"23,000",6.4,5.7,7.1
"Texas, Congressional District 2 (113th - current)",Not a high school graduate,"44,000",10.0,9.0,11.0
"Texas, Congressional District 2 (113th - current)",High school diploma or GED,"173,000",39.0,37.3,40.8
"Texas, Congressional District 2 (113th - current)",Associate's Degree,"34,000",7.7,6.8,8.6
"Texas, Congressional District 2 (113th - current)",Bachelor's Degree,"118,000",26.6,25.4,27.8
"Texas, Congressional District 2 (113th - current)",Graduate Degree,"74,000",16.6,15.5,17.8
"Texas, Congressional District 3 (113th - current)",Not a high school graduate,"28,000",5.7,5.0,6.5
"Texas, Congressional District 3 (113th - current)",High school diploma or GED,"154,000",31.2,29.8,32.7
"Texas, Congressional District 3 (113th - current)",Associate's Degree,"34,000",6.8,6.2,7.5
"Texas, Congressional District 3 (113th - current)",Bachelor's Degree,"174,000",35.3,34.0,36.6
"Texas, Congressional District 3 (113th - current)",Graduate Degree,"103,000",20.9,19.9,21.9
"Texas, Congressional District 4 (113th - current)",Not a high school graduate,"41,000",10.7,9.7,11.7
"Texas, Congressional District 4 (113th - current)",High school diploma or GED,"216,000",56.4,54.7,58.2
"Texas, Congressional District 4 (113th - current)",Associate's Degree,"35,000",9.1,8.2,9.9
"Texas, Congressional District 4 (113th - current)",Bachelor's Degree,"63,000",16.5,15.6,17.4
"Texas, Congressional District 4 (113th - current)",Graduate Degree,"28,000",7.3,6.6,8.1
"Texas, Congressional District 5 (113th - current)",Not a high school graduate,"71,000",18.5,17.3,19.7
"Texas, Congressional District 5 (113th - current)",High school diploma or GED,"210,000",54.6,53.0,56.2
"Texas, Congressional District 5 (113th - current)",Associate's Degree,"27,000",7.0,6.3,7.8
"Texas, Congressional District 5 (113th - current)",Bachelor's Degree,"51,000",13.1,12.1,14.1
"Texas, Congressional District 5 (113th - current)",Graduate Degree,"26,000",6.8,6.1,7.4
"Texas, Congressional District 6 (113th - current)",Not a high school graduate,"40,000",9.5,8.6,10.3
"Texas, Congressional District 6 (113th - current)",High school diploma or GED,"214,000",50.3,48.5,52.1
"Texas, Congressional District 6 (113th - current)",Associate's Degree,"40,000",9.4,8.6,10.3
"Texas, Congressional District 6 (113th - current)",Bachelor's Degree,"87,000",20.5,19.4,21.7
"Texas, Congressional District 6 (113th - current)",Graduate Degree,"44,000",10.3,9.4,11.1
"Texas, Congressional District 7 (113th - current)",Not a high school graduate,"49,000",11.5,10.4,12.6
"Texas, Congressional District 7 (113th - current)",High school diploma or GED,"134,000",31.3,29.6,33.0
"Texas, Congressional District 7 (113th - current)",Associate's Degree,"31,000",7.2,6.3,8.1
"Texas, Congressional District 7 (113th - current)",Bachelor's Degree,"130,000",30.3,28.7,31.9
"Texas, Congressional District 7 (113th - current)",Graduate Degree,"84,000",19.7,18.6,20.8
"Texas, Congressional District 8 (113th - current)",Not a high school graduate,"59,000",13.0,11.8,14.1
"Texas, Congressional District 8 (113th - current)",High school diploma or GED,"210,000",46.1,44.2,48.0
"Texas, Congressional District 8 (113th - current)",Associate's Degree,"34,000",7.4,6.5,8.3
"Texas, Congressional District 8 (113th - current)",Bachelor's Degree,"105,000",23.0,21.7,24.4
"Texas, Congressional District 8 (113th - current)",Graduate Degree,"48,000",10.5,9.5,11.5
"Texas, Congressional District 9 (113th - current)",Not a high school graduate,"83,000",19.7,18.4,21.0
"Texas, Congressional District 9 (113th - current)",High school diploma or GED,"212,000",50.2,48.3,52.1
"Texas, Congressional District 9 (113th - current)",Associate's Degree,"26,000",6.2,5.4,7.0
"Texas, Congressional District 9 (113th - current)",Bachelor's Degree,"64,000",15.1,14.0,16.2
"Texas, Congressional District 9 (113th - current)",Graduate Degree,"37,000",8.8,7.9,9.7
"Texas, Congressional District 10 (113th - current)",Not a high school graduate,"48,000",10.0,9.1,11.0
"Texas, Congressional District 10 (113th - current)",High school diploma or GED,"190,000",39.4,37.8,41.0
"Texas, Congressional District 10 (113th - current)",Associate's Degree,"31,000",6.5,5.8,7.3
"Texas, Congressional District 10 (113th - current)",Bachelor's Degree,"137,000",28.4,27.0,29.8
"Texas, Congressional District 10 (113th - current)",Graduate Degree,"75,000",15.6,14.6,16.5
"Texas, Congressional District 11 (113th - current)",Not a high school graduate,"61,000",15.8,14.6,17.0
"Texas, Congressional District 11 (113th - current)",High school diploma or GED,"210,000",54.7,52.9,56.5
"Texas, Congressional District 11 (113th - current)",Associate's Degree,"32,000",8.4,7.5,9.2
"Texas, Congressional District 11 (113th - current)",Bachelor's Degree,"59,000",15.5,14.5,16.5
"Texas, Congressional District 11 (113th - current)",Graduate Degree,"22,000",5.6,5.0,6.3
"Texas, Congressional District 12 (113th - current)",Not a high school graduate,"46,000",10.5,9.5,11.4
"Texas, Congressional District 12 (113th - current)",High school diploma or GED,"212,000",48.6,47.0,50.3
"Texas, Congressional District 12 (113th - current)",Associate's Degree,"38,000",8.6,7.7,9.5
"Texas, Congressional District 12 (113th - current)",Bachelor's Degree,"97,000",22.3,21.1,23.4
"Texas, Congressional District 12 (113th - current)",Graduate Degree,"44,000",10.0,9.1,10.9
"Texas, Congressional District 13 (113th - current)",Not a high school graduate,"52,000",14.5,13.5,15.6
"Texas, Congressional District 13 (113th - current)",High school diploma or GED,"198,000",55.6,53.9,57.4
"Texas, Congressional District 13 (113th - current)",Associate's Degree,"31,000",8.8,8.0,9.6
"Texas, Congressional District 13 (113th - current)",Bachelor's Degree,"53,000",14.9,13.9,15.8
"Texas, Congressional District 13 (113th - current)",Graduate Degree,"22,000",6.1,5.5,6.8
"Texas, Congressional District 14 (113th - current)",Not a high school graduate,"54,000",13.4,12.4,14.4
"Texas, Congressional District 14 (113th - current)",High school diploma or GED,"209,000",51.6,49.8,53.3
"Texas, Congressional District 14 (113th - current)",Associate's Degree,"39,000",9.7,8.9,10.5
"Texas, Congressional District 14 (113th - current)",Bachelor's Degree,"71,000",17.5,16.4,18.6
"Texas, Congressional District 14 (113th - current)",Graduate Degree,"32,000",7.8,7.0,8.6
"Texas, Congressional District 15 (113th - current)",Not a high school graduate,"92,000",24.2,22.6,25.7
"Texas, Congressional District 15 (113th - current)",High school diploma or GED,"181,000",47.6,45.7,49.5
"Texas, Congressional District 15 (113th - current)",Associate's Degree,"23,000",6.1,5.4,6.8
"Texas, Congressional District 15 (113th - current)",Bachelor's Degree,"60,000",15.9,14.6,17.1
"Texas, Congressional District 15 (113th - current)",Graduate Degree,"24,000",6.3,5.5,7.0
"Texas, Congressional District 16 (113th - current)",Not a high school graduate,"52,000",14.4,13.3,15.6
"Texas, Congressional District 16 (113th - current)",High school diploma or GED,"177,000",48.8,46.8,50.8
"Texas, Congressional District 16 (113th - current)",Associate's Degree,"32,000",8.9,8.0,9.9
"Texas, Congressional District 16 (113th - current)",Bachelor's Degree,"67,000",18.6,17.3,19.8
"Texas, Congressional District 16 (113th - current)",Graduate Degree,"33,000",9.3,8.4,10.1
"Texas, Congressional District 17 (113th - current)",Not a high school graduate,"50,000",12.9,11.8,14.0
"Texas, Congressional District 17 (113th - current)",High school diploma or GED,"175,000",45.0,43.2,46.8
"Texas, Congressional District 17 (113th - current)",Associate's Degree,"36,000",9.2,8.4,10.1
"Texas, Congressional District 17 (113th - current)",Bachelor's Degree,"79,000",20.2,19.0,21.4
"Texas, Congressional District 17 (113th - current)",Graduate Degree,"49,000",12.6,11.7,13.5
"Texas, Congressional District 18 (113th - current)",Not a high school graduate,"94,000",21.4,20.2,22.7
"Texas, Congressional District 18 (113th - current)",High school diploma or GED,"207,000",47.3,45.5,49.1
"Texas, Congressional District 18 (113th - current)",Associate's Degree,"28,000",6.3,5.6,7.1
"Texas, Congressional District 18 (113th - current)",Bachelor's Degree,"71,000",16.3,15.3,17.3
