REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2019 ","PERCENT OF PERSONS
AGES 25-64
2019","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2019","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2019"
"Ohio, Congressional District 11 (113th - current)",Not a high school graduate,"37,000",10.5,9.5,11.5
"Ohio, Congressional District 11 (113th - current)",High school diploma or GED,"183,000",51.4,49.7,53.2
"Ohio, Congressional District 11 (113th - current)",Associate's Degree,"33,000",9.2,8.3,10.0
"Ohio, Congressional District 11 (113th - current)",Bachelor's Degree,"56,000",15.7,14.8,16.7
"Ohio, Congressional District 11 (113th - current)",Graduate Degree,"47,000",13.2,12.3,14.0
"Ohio, Congressional District 12 (113th - current)",Not a high school graduate,"22,000",5.4,4.7,6.0
"Ohio, Congressional District 12 (113th - current)",High school diploma or GED,"169,000",40.7,39.2,42.1
"Ohio, Congressional District 12 (113th - current)",Associate's Degree,"36,000",8.7,7.9,9.5
"Ohio, Congressional District 12 (113th - current)",Bachelor's Degree,"118,000",28.5,27.3,29.8
"Ohio, Congressional District 12 (113th - current)",Graduate Degree,"70,000",16.8,15.8,17.7
"Ohio, Congressional District 13 (113th - current)",Not a high school graduate,"30,000",8.5,7.6,9.3
"Ohio, Congressional District 13 (113th - current)",High school diploma or GED,"206,000",57.6,55.8,59.4
"Ohio, Congressional District 13 (113th - current)",Associate's Degree,"33,000",9.3,8.5,10.2
"Ohio, Congressional District 13 (113th - current)",Bachelor's Degree,"61,000",17.0,15.9,18.0
"Ohio, Congressional District 13 (113th - current)",Graduate Degree,"27,000",7.6,6.9,8.3
"Ohio, Congressional District 14 (113th - current)",Not a high school graduate,"27,000",7.3,6.6,8.1
"Ohio, Congressional District 14 (113th - current)",High school diploma or GED,"169,000",46.8,45.3,48.2
"Ohio, Congressional District 14 (113th - current)",Associate's Degree,"34,000",9.3,8.4,10.2
"Ohio, Congressional District 14 (113th - current)",Bachelor's Degree,"84,000",23.2,22.1,24.4
"Ohio, Congressional District 14 (113th - current)",Graduate Degree,"48,000",13.4,12.5,14.2
"Ohio, Congressional District 15 (113th - current)",Not a high school graduate,"30,000",7.1,6.4,7.8
"Ohio, Congressional District 15 (113th - current)",High school diploma or GED,"200,000",47.5,46.1,49.0
"Ohio, Congressional District 15 (113th - current)",Associate's Degree,"35,000",8.2,7.6,8.9
"Ohio, Congressional District 15 (113th - current)",Bachelor's Degree,"97,000",23.1,21.8,24.4
"Ohio, Congressional District 15 (113th - current)",Graduate Degree,"59,000",14.0,13.1,14.9
"Ohio, Congressional District 16 (113th - current)",Not a high school graduate,"19,000",5.3,4.7,5.8
"Ohio, Congressional District 16 (113th - current)",High school diploma or GED,"168,000",46.0,44.5,47.5
"Ohio, Congressional District 16 (113th - current)",Associate's Degree,"35,000",9.6,8.9,10.3
"Ohio, Congressional District 16 (113th - current)",Bachelor's Degree,"92,000",25.2,24.1,26.3
"Ohio, Congressional District 16 (113th - current)",Graduate Degree,"51,000",13.9,13.0,14.8
"Oklahoma, Congressional District 1 (113th - current)",Not a high school graduate,"41,000",10.0,9.4,10.6
"Oklahoma, Congressional District 1 (113th - current)",High school diploma or GED,"201,000",48.5,47.3,49.7
"Oklahoma, Congressional District 1 (113th - current)",Associate's Degree,"38,000",9.2,8.6,9.7
"Oklahoma, Congressional District 1 (113th - current)",Bachelor's Degree,"92,000",22.3,21.5,23.1
"Oklahoma, Congressional District 1 (113th - current)",Graduate Degree,"42,000",10.0,9.4,10.6
"Oklahoma, Congressional District 2 (113th - current)",Not a high school graduate,"46,000",12.5,11.8,13.2
"Oklahoma, Congressional District 2 (113th - current)",High school diploma or GED,"220,000",60.5,59.3,61.8
"Oklahoma, Congressional District 2 (113th - current)",Associate's Degree,"36,000",9.9,9.3,10.5
"Oklahoma, Congressional District 2 (113th - current)",Bachelor's Degree,"45,000",12.3,11.7,12.9
"Oklahoma, Congressional District 2 (113th - current)",Graduate Degree,"17,000",4.8,4.4,5.2
"Oklahoma, Congressional District 3 (113th - current)",Not a high school graduate,"46,000",12.1,11.2,13.0
"Oklahoma, Congressional District 3 (113th - current)",High school diploma or GED,"214,000",55.8,54.4,57.2
"Oklahoma, Congressional District 3 (113th - current)",Associate's Degree,"32,000",8.2,7.5,8.9
"Oklahoma, Congressional District 3 (113th - current)",Bachelor's Degree,"63,000",16.5,15.6,17.4
"Oklahoma, Congressional District 3 (113th - current)",Graduate Degree,"28,000",7.4,6.8,8.0
"Oklahoma, Congressional District 4 (113th - current)",Not a high school graduate,"33,000",8.4,7.7,9.1
"Oklahoma, Congressional District 4 (113th - current)",High school diploma or GED,"225,000",56.7,55.1,58.3
"Oklahoma, Congressional District 4 (113th - current)",Associate's Degree,"33,000",8.3,7.6,8.9
"Oklahoma, Congressional District 4 (113th - current)",Bachelor's Degree,"69,000",17.4,16.5,18.4
"Oklahoma, Congressional District 4 (113th - current)",Graduate Degree,"37,000",9.2,8.5,10.0
"Oklahoma, Congressional District 5 (113th - current)",Not a high school graduate,"55,000",13.0,12.1,13.9
"Oklahoma, Congressional District 5 (113th - current)",High school diploma or GED,"205,000",48.2,46.6,49.8
"Oklahoma, Congressional District 5 (113th - current)",Associate's Degree,"29,000",6.9,6.3,7.5
"Oklahoma, Congressional District 5 (113th - current)",Bachelor's Degree,"86,000",20.2,19.3,21.2
"Oklahoma, Congressional District 5 (113th - current)",Graduate Degree,"49,000",11.6,10.9,12.4
"Oregon, Congressional District 1 (113th - current)",Not a high school graduate,"34,000",7.3,6.4,8.1
"Oregon, Congressional District 1 (113th - current)",High school diploma or GED,"200,000",42.5,40.9,44.0
"Oregon, Congressional District 1 (113th - current)",Associate's Degree,"42,000",8.8,8.1,9.5
"Oregon, Congressional District 1 (113th - current)",Bachelor's Degree,"118,000",25.1,23.9,26.2
"Oregon, Congressional District 1 (113th - current)",Graduate Degree,"77,000",16.4,15.4,17.4
"Oregon, Congressional District 2 (113th - current)",Not a high school graduate,"44,000",10.4,9.5,11.4
"Oregon, Congressional District 2 (113th - current)",High school diploma or GED,"219,000",52.3,50.7,54.0
"Oregon, Congressional District 2 (113th - current)",Associate's Degree,"45,000",10.8,9.8,11.7
"Oregon, Congressional District 2 (113th - current)",Bachelor's Degree,"71,000",17.0,16.0,18.0
"Oregon, Congressional District 2 (113th - current)",Graduate Degree,"40,000",9.5,8.8,10.3
"Oregon, Congressional District 3 (113th - current)",Not a high school graduate,"41,000",8.2,7.5,9.0
"Oregon, Congressional District 3 (113th - current)",High school diploma or GED,"191,000",38.3,36.7,39.8
"Oregon, Congressional District 3 (113th - current)",Associate's Degree,"41,000",8.2,7.5,8.8
"Oregon, Congressional District 3 (113th - current)",Bachelor's Degree,"143,000",28.6,27.6,29.7
"Oregon, Congressional District 3 (113th - current)",Graduate Degree,"84,000",16.7,15.9,17.6
"Oregon, Congressional District 4 (113th - current)",Not a high school graduate,"34,000",8.4,7.6,9.3
"Oregon, Congressional District 4 (113th - current)",High school diploma or GED,"216,000",54.0,52.2,55.7
"Oregon, Congressional District 4 (113th - current)",Associate's Degree,"40,000",9.9,9.1,10.6
"Oregon, Congressional District 4 (113th - current)",Bachelor's Degree,"67,000",16.7,15.7,17.6
"Oregon, Congressional District 4 (113th - current)",Graduate Degree,"44,000",11.1,10.3,11.8
"Oregon, Congressional District 5 (113th - current)",Not a high school graduate,"45,000",10.5,9.6,11.4
"Oregon, Congressional District 5 (113th - current)",High school diploma or GED,"205,000",47.7,46.0,49.3
"Oregon, Congressional District 5 (113th - current)",Associate's Degree,"41,000",9.6,8.8,10.4
"Oregon, Congressional District 5 (113th - current)",Bachelor's Degree,"92,000",21.5,20.5,22.5
"Oregon, Congressional District 5 (113th - current)",Graduate Degree,"46,000",10.7,10.0,11.5
"Pennsylvania, Congressional District 1 (113th - current)",Not a high school graduate,"18,000",4.7,4.0,5.3
"Pennsylvania, Congressional District 1 (113th - current)",High school diploma or GED,"154,000",40.6,39.0,42.1
"Pennsylvania, Congressional District 1 (113th - current)",Associate's Degree,"36,000",9.4,8.7,10.1
"Pennsylvania, Congressional District 1 (113th - current)",Bachelor's Degree,"105,000",27.7,26.6,28.8
"Pennsylvania, Congressional District 1 (113th - current)",Graduate Degree,"67,000",17.7,16.7,18.6
"Pennsylvania, Congressional District 2 (113th - current)",Not a high school graduate,"64,000",16.3,14.9,17.7
"Pennsylvania, Congressional District 2 (113th - current)",High school diploma or GED,"206,000",52.7,50.5,54.9
"Pennsylvania, Congressional District 2 (113th - current)",Associate's Degree,"27,000",6.9,6.1,7.8
"Pennsylvania, Congressional District 2 (113th - current)",Bachelor's Degree,"64,000",16.3,15.2,17.4
"Pennsylvania, Congressional District 2 (113th - current)",Graduate Degree,"30,000",7.7,6.9,8.5
"Pennsylvania, Congressional District 3 (113th - current)",Not a high school graduate,"33,000",8.1,7.1,9.1
"Pennsylvania, Congressional District 3 (113th - current)",High school diploma or GED,"175,000",42.7,40.7,44.7
"Pennsylvania, Congressional District 3 (113th - current)",Associate's Degree,"23,000",5.5,4.7,6.3
"Pennsylvania, Congressional District 3 (113th - current)",Bachelor's Degree,"98,000",24.0,22.7,25.3
"Pennsylvania, Congressional District 3 (113th - current)",Graduate Degree,"81,000",19.7,18.6,20.8
"Pennsylvania, Congressional District 4 (113th - current)",Not a high school graduate,"16,000",4.2,3.7,4.8
"Pennsylvania, Congressional District 4 (113th - current)",High school diploma or GED,"136,000",35.3,33.9,36.7
"Pennsylvania, Congressional District 4 (113th - current)",Associate's Degree,"33,000",8.5,7.8,9.3
"Pennsylvania, Congressional District 4 (113th - current)",Bachelor's Degree,"118,000",30.7,29.6,31.8
"Pennsylvania, Congressional District 4 (113th - current)",Graduate Degree,"81,000",21.2,20.2,22.3
"Pennsylvania, Congressional District 5 (113th - current)",Not a high school graduate,"27,000",7.2,6.3,8.1
"Pennsylvania, Congressional District 5 (113th - current)",High school diploma or GED,"165,000",44.3,42.6,45.9
"Pennsylvania, Congressional District 5 (113th - current)",Associate's Degree,"28,000",7.4,6.7,8.1
"Pennsylvania, Congressional District 5 (113th - current)",Bachelor's Degree,"91,000",24.5,23.3,25.6
"Pennsylvania, Congressional District 5 (113th - current)",Graduate Degree,"62,000",16.6,15.8,17.5
"Pennsylvania, Congressional District 6 (113th - current)",Not a high school graduate,"32,000",8.5,7.6,9.4
"Pennsylvania, Congressional District 6 (113th - current)",High school diploma or GED,"131,000",35.0,33.5,36.5
"Pennsylvania, Congressional District 6 (113th - current)",Associate's Degree,"26,000",7.0,6.3,7.7
"Pennsylvania, Congressional District 6 (113th - current)",Bachelor's Degree,"114,000",30.4,29.3,31.5
"Pennsylvania, Congressional District 6 (113th - current)",Graduate Degree,"72,000",19.1,18.2,20.1
"Pennsylvania, Congressional District 7 (113th - current)",Not a high school graduate,"27,000",7.2,6.5,8.0
"Pennsylvania, Congressional District 7 (113th - current)",High school diploma or GED,"188,000",50.0,48.3,51.7
"Pennsylvania, Congressional District 7 (113th - current)",Associate's Degree,"39,000",10.3,9.4,11.3
"Pennsylvania, Congressional District 7 (113th - current)",Bachelor's Degree,"78,000",20.9,19.8,22.0
"Pennsylvania, Congressional District 7 (113th - current)",Graduate Degree,"43,000",11.5,10.8,12.2
"Pennsylvania, Congressional District 8 (113th - current)",Not a high school graduate,"28,000",7.9,7.1,8.7
"Pennsylvania, Congressional District 8 (113th - current)",High school diploma or GED,"204,000",56.7,54.8,58.5
"Pennsylvania, Congressional District 8 (113th - current)",Associate's Degree,"35,000",9.8,9.0,10.5
"Pennsylvania, Congressional District 8 (113th - current)",Bachelor's Degree,"60,000",16.6,15.6,17.6
"Pennsylvania, Congressional District 8 (113th - current)",Graduate Degree,"33,000",9.1,8.4,9.9
"Pennsylvania, Congressional District 9 (113th - current)",Not a high school graduate,"33,000",9.1,8.3,9.9
"Pennsylvania, Congressional District 9 (113th - current)",High school diploma or GED,"207,000",57.2,55.8,58.6
"Pennsylvania, Congressional District 9 (113th - current)",Associate's Degree,"38,000",10.5,9.7,11.2
"Pennsylvania, Congressional District 9 (113th - current)",Bachelor's Degree,"56,000",15.4,14.5,16.2
"Pennsylvania, Congressional District 9 (113th - current)",Graduate Degree,"29,000",7.9,7.3,8.5
"Pennsylvania, Congressional District 10 (113th - current)",Not a high school graduate,"33,000",8.4,7.4,9.3
"Pennsylvania, Congressional District 10 (113th - current)",High school diploma or GED,"179,000",45.9,44.3,47.6
"Pennsylvania, Congressional District 10 (113th - current)",Associate's Degree,"44,000",11.2,10.3,12.2
"Pennsylvania, Congressional District 10 (113th - current)",Bachelor's Degree,"85,000",21.8,20.7,22.8
"Pennsylvania, Congressional District 10 (113th - current)",Graduate Degree,"49,000",12.7,11.8,13.5
"Pennsylvania, Congressional District 11 (113th - current)",Not a high school graduate,"42,000",11.3,10.4,12.3
"Pennsylvania, Congressional District 11 (113th - current)",High school diploma or GED,"181,000",49.1,47.4,50.8
"Pennsylvania, Congressional District 11 (113th - current)",Associate's Degree,"34,000",9.3,8.5,10.1
"Pennsylvania, Congressional District 11 (113th - current)",Bachelor's Degree,"74,000",20.3,19.2,21.3
"Pennsylvania, Congressional District 11 (113th - current)",Graduate Degree,"37,000",10.0,9.2,10.8
"Pennsylvania, Congressional District 12 (113th - current)",Not a high school graduate,"31,000",9.3,8.6,9.9
"Pennsylvania, Congressional District 12 (113th - current)",High school diploma or GED,"191,000",56.2,55.0,57.5
"Pennsylvania, Congressional District 12 (113th - current)",Associate's Degree,"32,000",9.4,8.9,10.0
"Pennsylvania, Congressional District 12 (113th - current)",Bachelor's Degree,"52,000",15.3,14.5,16.1
"Pennsylvania, Congressional District 12 (113th - current)",Graduate Degree,"33,000",9.8,9.1,10.6
"Pennsylvania, Congressional District 13 (113th - current)",Not a high school graduate,"33,000",9.5,8.8,10.3
"Pennsylvania, Congressional District 13 (113th - current)",High school diploma or GED,"206,000",58.8,57.3,60.2
"Pennsylvania, Congressional District 13 (113th - current)",Associate's Degree,"35,000",10.0,9.2,10.7
"Pennsylvania, Congressional District 13 (113th - current)",Bachelor's Degree,"48,000",13.7,12.8,14.5
"Pennsylvania, Congressional District 13 (113th - current)",Graduate Degree,"28,000",8.0,7.4,8.7
"Pennsylvania, Congressional District 14 (113th - current)",Not a high school graduate,"22,000",6.4,5.8,7.1
"Pennsylvania, Congressional District 14 (113th - current)",High school diploma or GED,"183,000",52.5,50.9,54.2
"Pennsylvania, Congressional District 14 (113th - current)",Associate's Degree,"40,000",11.6,10.8,12.4
"Pennsylvania, Congressional District 14 (113th - current)",Bachelor's Degree,"69,000",19.7,18.7,20.7
"Pennsylvania, Congressional District 14 (113th - current)",Graduate Degree,"34,000",9.7,9.0,10.5
"Pennsylvania, Congressional District 15 (113th - current)",Not a high school graduate,"25,000",7.2,6.6,7.8
"Pennsylvania, Congressional District 15 (113th - current)",High school diploma or GED,"205,000",59.0,57.8,60.3
"Pennsylvania, Congressional District 15 (113th - current)",Associate's Degree,"38,000",11.1,10.5,11.8
"Pennsylvania, Congressional District 15 (113th - current)",Bachelor's Degree,"51,000",14.7,14.0,15.5
"Pennsylvania, Congressional District 15 (113th - current)",Graduate Degree,"28,000",7.9,7.4,8.5
"Pennsylvania, Congressional District 16 (113th - current)",Not a high school graduate,"26,000",7.6,6.9,8.3
"Pennsylvania, Congressional District 16 (113th - current)",High school diploma or GED,"172,000",50.2,48.8,51.7
"Pennsylvania, Congressional District 16 (113th - current)",Associate's Degree,"39,000",11.4,10.6,12.2
"Pennsylvania, Congressional District 16 (113th - current)",Bachelor's Degree,"69,000",20.2,19.2,21.2
"Pennsylvania, Congressional District 16 (113th - current)",Graduate Degree,"36,000",10.5,9.8,11.3
"Pennsylvania, Congressional District 17 (113th - current)",Not a high school graduate,"13,000",3.5,3.0,4.1
"Pennsylvania, Congressional District 17 (113th - current)",High school diploma or GED,"143,000",37.6,36.2,39.0
"Pennsylvania, Congressional District 17 (113th - current)",Associate's Degree,"45,000",11.8,11.0,12.6
"Pennsylvania, Congressional District 17 (113th - current)",Bachelor's Degree,"112,000",29.5,28.3,30.7
"Pennsylvania, Congressional District 17 (113th - current)",Graduate Degree,"67,000",17.6,16.6,18.5
"Pennsylvania, Congressional District 18 (113th - current)",Not a high school graduate,"18,000",4.8,4.1,5.5
"Pennsylvania, Congressional District 18 (113th - current)",High school diploma or GED,"147,000",40.0,38.5,41.5
"Pennsylvania, Congressional District 18 (113th - current)",Associate's Degree,"40,000",10.8,10.0,11.7
"Pennsylvania, Congressional District 18 (113th - current)",Bachelor's Degree,"94,000",25.5,24.4,26.7
"Pennsylvania, Congressional District 18 (113th - current)",Graduate Degree,"69,000",18.8,17.8,19.8
"Rhode Island, Congressional District 1 (113th - current)",Not a high school graduate,"32,000",11.5,10.0,13.0
"Rhode Island, Congressional District 1 (113th - current)",High school diploma or GED,"121,000",43.7,41.7,45.8
"Rhode Island, Congressional District 1 (113th - current)",Associate's Degree,"24,000",8.8,7.7,9.9
"Rhode Island, Congressional District 1 (113th - current)",Bachelor's Degree,"61,000",22.0,20.7,23.3
"Rhode Island, Congressional District 1 (113th - current)",Graduate Degree,"39,000",14.0,13.0,15.0
"Rhode Island, Congressional District 2 (113th - current)",Not a high school graduate,"19,000",6.8,5.8,7.8
"Rhode Island, Congressional District 2 (113th - current)",High school diploma or GED,"131,000",46.1,43.9,48.3
"Rhode Island, Congressional District 2 (113th - current)",Associate's Degree,"28,000",9.7,8.7,10.7
"Rhode Island, Congressional District 2 (113th - current)",Bachelor's Degree,"68,000",23.9,22.5,25.3
"Rhode Island, Congressional District 2 (113th - current)",Graduate Degree,"38,000",13.4,12.4,14.4
"South Carolina, Congressional District 1 (113th - current)",Not a high school graduate,"30,000",7.1,6.2,8.0
"South Carolina, Congressional District 1 (113th - current)",High school diploma or GED,"181,000",42.6,40.8,44.4
"South Carolina, Congressional District 1 (113th - current)",Associate's Degree,"42,000",10.0,8.9,11.0
"South Carolina, Congressional District 1 (113th - current)",Bachelor's Degree,"110,000",26.0,24.7,27.3
"South Carolina, Congressional District 1 (113th - current)",Graduate Degree,"61,000",14.4,13.4,15.4
"South Carolina, Congressional District 2 (113th - current)",Not a high school graduate,"32,000",8.7,7.7,9.6
"South Carolina, Congressional District 2 (113th - current)",High school diploma or GED,"165,000",44.4,42.7,46.1
"South Carolina, Congressional District 2 (113th - current)",Associate's Degree,"38,000",10.2,9.3,11.2
"South Carolina, Congressional District 2 (113th - current)",Bachelor's Degree,"86,000",23.2,22.0,24.5
"South Carolina, Congressional District 2 (113th - current)",Graduate Degree,"50,000",13.4,12.4,14.5
"South Carolina, Congressional District 3 (113th - current)",Not a high school graduate,"46,000",13.2,12.1,14.3
"South Carolina, Congressional District 3 (113th - current)",High school diploma or GED,"178,000",50.9,49.2,52.7
"South Carolina, Congressional District 3 (113th - current)",Associate's Degree,"41,000",11.7,10.7,12.7
"South Carolina, Congressional District 3 (113th - current)",Bachelor's Degree,"53,000",15.1,14.1,16.1
"South Carolina, Congressional District 3 (113th - current)",Graduate Degree,"32,000",9.1,8.3,9.9
"South Carolina, Congressional District 4 (113th - current)",Not a high school graduate,"42,000",10.8,9.8,11.8
"South Carolina, Congressional District 4 (113th - current)",High school diploma or GED,"173,000",44.0,42.4,45.6
"South Carolina, Congressional District 4 (113th - current)",Associate's Degree,"44,000",11.1,10.1,12.1
"South Carolina, Congressional District 4 (113th - current)",Bachelor's Degree,"87,000",22.2,21.1,23.2
"South Carolina, Congressional District 4 (113th - current)",Graduate Degree,"47,000",12.0,11.2,12.8
"South Carolina, Congressional District 5 (113th - current)",Not a high school graduate,"37,000",9.7,8.7,10.6
"South Carolina, Congressional District 5 (113th - current)",High school diploma or GED,"196,000",51.1,49.1,53.2
"South Carolina, Congressional District 5 (113th - current)",Associate's Degree,"45,000",11.7,10.7,12.7
"South Carolina, Congressional District 5 (113th - current)",Bachelor's Degree,"70,000",18.2,16.9,19.4
"South Carolina, Congressional District 5 (113th - current)",Graduate Degree,"36,000",9.3,8.5,10.2
"South Carolina, Congressional District 6 (113th - current)",Not a high school graduate,"49,000",14.5,13.4,15.7
"South Carolina, Congressional District 6 (113th - current)",High school diploma or GED,"177,000",52.6,50.7,54.4
"South Carolina, Congressional District 6 (113th - current)",Associate's Degree,"31,000",9.2,8.3,10.1
"South Carolina, Congressional District 6 (113th - current)",Bachelor's Degree,"52,000",15.4,14.1,16.6
"South Carolina, Congressional District 6 (113th - current)",Graduate Degree,"28,000",8.4,7.5,9.3
"South Carolina, Congressional District 7 (113th - current)",Not a high school graduate,"44,000",12.0,10.8,13.1
"South Carolina, Congressional District 7 (113th - current)",High school diploma or GED,"207,000",56.3,54.4,58.2
"South Carolina, Congressional District 7 (113th - current)",Associate's Degree,"37,000",10.1,9.2,11.0
"South Carolina, Congressional District 7 (113th - current)",Bachelor's Degree,"51,000",13.8,12.9,14.8
"South Carolina, Congressional District 7 (113th - current)",Graduate Degree,"29,000",7.8,7.0,8.6
"South Dakota, Congressional District (at Large) (113th - current)",Not a high school graduate,"31,000",7.2,6.4,7.9
"South Dakota, Congressional District (at Large) (113th - current)",High school diploma or GED,"208,000",47.8,46.5,49.2
"South Dakota, Congressional District (at Large) (113th - current)",Associate's Degree,"59,000",13.5,12.8,14.3
"South Dakota, Congressional District (at Large) (113th - current)",Bachelor's Degree,"96,000",22.1,21.2,23.0
"South Dakota, Congressional District (at Large) (113th - current)",Graduate Degree,"41,000",9.4,8.7,10.1
"Tennessee, Congressional District 1 (113th - current)",Not a high school graduate,"45,000",12.2,11.2,13.3
"Tennessee, Congressional District 1 (113th - current)",High school diploma or GED,"208,000",56.0,54.2,57.9
"Tennessee, Congressional District 1 (113th - current)",Associate's Degree,"32,000",8.7,7.9,9.5
"Tennessee, Congressional District 1 (113th - current)",Bachelor's Degree,"55,000",14.9,14.0,15.9
"Tennessee, Congressional District 1 (113th - current)",Graduate Degree,"30,000",8.1,7.4,8.8
"Tennessee, Congressional District 2 (113th - current)",Not a high school graduate,"37,000",9.4,8.6,10.3
"Tennessee, Congressional District 2 (113th - current)",High school diploma or GED,"188,000",48.7,46.9,50.4
"Tennessee, Congressional District 2 (113th - current)",Associate's Degree,"35,000",9.0,8.2,9.8
"Tennessee, Congressional District 2 (113th - current)",Bachelor's Degree,"78,000",20.3,19.3,21.2
"Tennessee, Congressional District 2 (113th - current)",Graduate Degree,"49,000",12.7,11.9,13.4
"Tennessee, Congressional District 3 (113th - current)",Not a high school graduate,"41,000",10.6,9.6,11.6
"Tennessee, Congressional District 3 (113th - current)",High school diploma or GED,"201,000",52.3,50.6,54.1
"Tennessee, Congressional District 3 (113th - current)",Associate's Degree,"37,000",9.7,8.9,10.5
"Tennessee, Congressional District 3 (113th - current)",Bachelor's Degree,"69,000",18.1,16.9,19.2
"Tennessee, Congressional District 3 (113th - current)",Graduate Degree,"36,000",9.3,8.4,10.1
"Tennessee, Congressional District 4 (113th - current)",Not a high school graduate,"47,000",11.2,10.3,12.1
"Tennessee, Congressional District 4 (113th - current)",High school diploma or GED,"230,000",55.1,53.3,56.9
"Tennessee, Congressional District 4 (113th - current)",Associate's Degree,"37,000",8.8,7.9,9.6
"Tennessee, Congressional District 4 (113th - current)",Bachelor's Degree,"72,000",17.1,16.0,18.2
"Tennessee, Congressional District 4 (113th - current)",Graduate Degree,"32,000",7.8,7.0,8.5
"Tennessee, Congressional District 5 (113th - current)",Not a high school graduate,"43,000",9.8,8.9,10.6
"Tennessee, Congressional District 5 (113th - current)",High school diploma or GED,"168,000",37.9,36.3,39.6
"Tennessee, Congressional District 5 (113th - current)",Associate's Degree,"30,000",6.8,6.1,7.6
"Tennessee, Congressional District 5 (113th - current)",Bachelor's Degree,"129,000",29.0,27.8,30.2
"Tennessee, Congressional District 5 (113th - current)",Graduate Degree,"73,000",16.5,15.4,17.5
"Tennessee, Congressional District 6 (113th - current)",Not a high school graduate,"45,000",10.9,10.0,11.7
"Tennessee, Congressional District 6 (113th - current)",High school diploma or GED,"226,000",54.6,53.0,56.3
"Tennessee, Congressional District 6 (113th - current)",Associate's Degree,"31,000",7.5,6.9,8.1
"Tennessee, Congressional District 6 (113th - current)",Bachelor's Degree,"76,000",18.3,17.2,19.3
"Tennessee, Congressional District 6 (113th - current)",Graduate Degree,"36,000",8.7,8.0,9.4
"Tennessee, Congressional District 7 (113th - current)",Not a high school graduate,"34,000",8.3,7.5,9.2
"Tennessee, Congressional District 7 (113th - current)",High school diploma or GED,"200,000",48.6,46.9,50.2
"Tennessee, Congressional District 7 (113th - current)",Associate's Degree,"37,000",8.9,8.1,9.8
"Tennessee, Congressional District 7 (113th - current)",Bachelor's Degree,"91,000",22.1,21.0,23.2
"Tennessee, Congressional District 7 (113th - current)",Graduate Degree,"49,000",12.0,11.3,12.8
"Tennessee, Congressional District 8 (113th - current)",Not a high school graduate,"30,000",8.4,7.6,9.3
"Tennessee, Congressional District 8 (113th - current)",High school diploma or GED,"184,000",51.1,49.3,52.8
"Tennessee, Congressional District 8 (113th - current)",Associate's Degree,"29,000",7.9,7.1,8.8
"Tennessee, Congressional District 8 (113th - current)",Bachelor's Degree,"69,000",19.2,18.0,20.4
"Tennessee, Congressional District 8 (113th - current)",Graduate Degree,"48,000",13.4,12.3,14.4
"Tennessee, Congressional District 9 (113th - current)",Not a high school graduate,"46,000",12.5,11.5,13.5
"Tennessee, Congressional District 9 (113th - current)",High school diploma or GED,"206,000",56.2,54.0,58.4
"Tennessee, Congressional District 9 (113th - current)",Associate's Degree,"22,000",6.1,5.2,6.9
"Tennessee, Congressional District 9 (113th - current)",Bachelor's Degree,"59,000",16.0,14.7,17.3
"Tennessee, Congressional District 9 (113th - current)",Graduate Degree,"34,000",9.2,8.3,10.1
"Texas, Congressional District 1 (113th - current)",Not a high school graduate,"49,000",14.1,12.8,15.4
"Texas, Congressional District 1 (113th - current)",High school diploma or GED,"192,000",55.0,52.9,57.1
"Texas, Congressional District 1 (113th - current)",Associate's Degree,"33,000",9.5,8.5,10.4
"Texas, Congressional District 1 (113th - current)",Bachelor's Degree,"51,000",14.5,13.4,15.6
"Texas, Congressional District 1 (113th - current)",Graduate Degree,"24,000",6.9,6.2,7.7
"Texas, Congressional District 2 (113th - current)",Not a high school graduate,"47,000",11.0,9.7,12.2
"Texas, Congressional District 2 (113th - current)",High school diploma or GED,"157,000",36.4,34.6,38.3
"Texas, Congressional District 2 (113th - current)",Associate's Degree,"29,000",6.8,6.0,7.7
"Texas, Congressional District 2 (113th - current)",Bachelor's Degree,"124,000",29.0,27.6,30.4
"Texas, Congressional District 2 (113th - current)",Graduate Degree,"72,000",16.8,15.6,18.0
"Texas, Congressional District 3 (113th - current)",Not a high school graduate,"24,000",4.8,4.1,5.5
"Texas, Congressional District 3 (113th - current)",High school diploma or GED,"157,000",31.3,29.8,32.8
"Texas, Congressional District 3 (113th - current)",Associate's Degree,"38,000",7.6,6.8,8.3
"Texas, Congressional District 3 (113th - current)",Bachelor's Degree,"174,000",34.6,33.4,35.9
"Texas, Congressional District 3 (113th - current)",Graduate Degree,"109,000",21.7,20.7,22.7
"Texas, Congressional District 4 (113th - current)",Not a high school graduate,"48,000",12.0,11.1,13.0
"Texas, Congressional District 4 (113th - current)",High school diploma or GED,"220,000",55.3,53.6,57.0
"Texas, Congressional District 4 (113th - current)",Associate's Degree,"35,000",8.8,8.1,9.6
"Texas, Congressional District 4 (113th - current)",Bachelor's Degree,"63,000",15.8,14.8,16.9
"Texas, Congressional District 4 (113th - current)",Graduate Degree,"32,000",8.0,7.1,9.0
"Texas, Congressional District 5 (113th - current)",Not a high school graduate,"72,000",18.5,17.0,19.9
"Texas, Congressional District 5 (113th - current)",High school diploma or GED,"209,000",53.5,51.7,55.3
