REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2017 ","PERCENT OF PERSONS
AGES 25-64
2017","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2017","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2017"
"Pennsylvania, Congressional District 14 (113th - current)",Associate's Degree,"39,000",10.6,9.9,11.3
"Pennsylvania, Congressional District 14 (113th - current)",Bachelor's Degree,"87,000",23.4,22.4,24.5
"Pennsylvania, Congressional District 14 (113th - current)",Graduate Degree,"62,000",16.8,15.9,17.7
"Pennsylvania, Congressional District 15 (113th - current)",Not a high school graduate,"31,000",8.3,7.5,9.1
"Pennsylvania, Congressional District 15 (113th - current)",High school diploma or GED,"187,000",49.8,48.3,51.3
"Pennsylvania, Congressional District 15 (113th - current)",Associate's Degree,"40,000",10.6,9.9,11.4
"Pennsylvania, Congressional District 15 (113th - current)",Bachelor's Degree,"72,000",19.2,18.3,20.2
"Pennsylvania, Congressional District 15 (113th - current)",Graduate Degree,"45,000",12.1,11.2,12.9
"Pennsylvania, Congressional District 16 (113th - current)",Not a high school graduate,"54,000",14.7,13.6,15.8
"Pennsylvania, Congressional District 16 (113th - current)",High school diploma or GED,"184,000",50.2,48.6,51.9
"Pennsylvania, Congressional District 16 (113th - current)",Associate's Degree,"29,000",7.9,7.2,8.7
"Pennsylvania, Congressional District 16 (113th - current)",Bachelor's Degree,"65,000",17.8,16.8,18.8
"Pennsylvania, Congressional District 16 (113th - current)",Graduate Degree,"34,000",9.3,8.6,10.0
"Pennsylvania, Congressional District 17 (113th - current)",Not a high school graduate,"33,000",8.9,8.0,9.7
"Pennsylvania, Congressional District 17 (113th - current)",High school diploma or GED,"205,000",55.8,54.2,57.4
"Pennsylvania, Congressional District 17 (113th - current)",Associate's Degree,"39,000",10.7,9.9,11.5
"Pennsylvania, Congressional District 17 (113th - current)",Bachelor's Degree,"62,000",16.8,15.8,17.8
"Pennsylvania, Congressional District 17 (113th - current)",Graduate Degree,"29,000",7.9,7.3,8.6
"Pennsylvania, Congressional District 18 (113th - current)",Not a high school graduate,"16,000",4.2,3.6,4.7
"Pennsylvania, Congressional District 18 (113th - current)",High school diploma or GED,"160,000",42.1,40.8,43.4
"Pennsylvania, Congressional District 18 (113th - current)",Associate's Degree,"44,000",11.7,10.9,12.5
"Pennsylvania, Congressional District 18 (113th - current)",Bachelor's Degree,"102,000",26.9,25.8,28.0
"Pennsylvania, Congressional District 18 (113th - current)",Graduate Degree,"58,000",15.2,14.3,16.1
"Rhode Island, Congressional District 1 (113th - current)",Not a high school graduate,"34,000",12.0,10.8,13.2
"Rhode Island, Congressional District 1 (113th - current)",High school diploma or GED,"133,000",46.4,44.5,48.4
"Rhode Island, Congressional District 1 (113th - current)",Associate's Degree,"20,000",7.2,6.4,8.0
"Rhode Island, Congressional District 1 (113th - current)",Bachelor's Degree,"62,000",21.5,20.2,22.9
"Rhode Island, Congressional District 1 (113th - current)",Graduate Degree,"37,000",12.9,11.9,13.8
"Rhode Island, Congressional District 2 (113th - current)",Not a high school graduate,"20,000",7.4,6.4,8.3
"Rhode Island, Congressional District 2 (113th - current)",High school diploma or GED,"130,000",47.3,45.2,49.4
"Rhode Island, Congressional District 2 (113th - current)",Associate's Degree,"26,000",9.6,8.6,10.6
"Rhode Island, Congressional District 2 (113th - current)",Bachelor's Degree,"62,000",22.5,21.1,23.8
"Rhode Island, Congressional District 2 (113th - current)",Graduate Degree,"36,000",13.3,12.3,14.2
"South Carolina, Congressional District 1 (113th - current)",Not a high school graduate,"28,000",6.8,6.0,7.5
"South Carolina, Congressional District 1 (113th - current)",High school diploma or GED,"178,000",43.0,41.3,44.7
"South Carolina, Congressional District 1 (113th - current)",Associate's Degree,"44,000",10.7,9.8,11.6
"South Carolina, Congressional District 1 (113th - current)",Bachelor's Degree,"107,000",25.9,24.6,27.3
"South Carolina, Congressional District 1 (113th - current)",Graduate Degree,"56,000",13.6,12.6,14.6
"South Carolina, Congressional District 2 (113th - current)",Not a high school graduate,"36,000",9.6,8.7,10.5
"South Carolina, Congressional District 2 (113th - current)",High school diploma or GED,"177,000",47.5,45.8,49.3
"South Carolina, Congressional District 2 (113th - current)",Associate's Degree,"33,000",8.9,8.1,9.7
"South Carolina, Congressional District 2 (113th - current)",Bachelor's Degree,"82,000",22.1,21.0,23.2
"South Carolina, Congressional District 2 (113th - current)",Graduate Degree,"44,000",11.8,11.0,12.7
"South Carolina, Congressional District 3 (113th - current)",Not a high school graduate,"54,000",15.6,14.4,16.8
"South Carolina, Congressional District 3 (113th - current)",High school diploma or GED,"172,000",50.1,48.5,51.8
"South Carolina, Congressional District 3 (113th - current)",Associate's Degree,"41,000",11.9,11.0,12.9
"South Carolina, Congressional District 3 (113th - current)",Bachelor's Degree,"48,000",14.0,13.1,14.9
"South Carolina, Congressional District 3 (113th - current)",Graduate Degree,"28,000",8.3,7.6,9.0
"South Carolina, Congressional District 4 (113th - current)",Not a high school graduate,"41,000",10.6,9.8,11.5
"South Carolina, Congressional District 4 (113th - current)",High school diploma or GED,"176,000",46.1,44.3,47.8
"South Carolina, Congressional District 4 (113th - current)",Associate's Degree,"43,000",11.2,10.3,12.1
"South Carolina, Congressional District 4 (113th - current)",Bachelor's Degree,"78,000",20.3,19.3,21.3
"South Carolina, Congressional District 4 (113th - current)",Graduate Degree,"45,000",11.7,11.0,12.5
"South Carolina, Congressional District 5 (113th - current)",Not a high school graduate,"44,000",11.8,10.9,12.8
"South Carolina, Congressional District 5 (113th - current)",High school diploma or GED,"190,000",51.3,49.5,53.0
"South Carolina, Congressional District 5 (113th - current)",Associate's Degree,"40,000",10.8,9.8,11.7
"South Carolina, Congressional District 5 (113th - current)",Bachelor's Degree,"66,000",17.9,16.8,19.1
"South Carolina, Congressional District 5 (113th - current)",Graduate Degree,"30,000",8.2,7.4,9.0
"South Carolina, Congressional District 6 (113th - current)",Not a high school graduate,"46,000",13.9,12.8,15.0
"South Carolina, Congressional District 6 (113th - current)",High school diploma or GED,"188,000",56.4,54.6,58.2
"South Carolina, Congressional District 6 (113th - current)",Associate's Degree,"33,000",10.0,9.0,11.0
"South Carolina, Congressional District 6 (113th - current)",Bachelor's Degree,"41,000",12.4,11.5,13.4
"South Carolina, Congressional District 6 (113th - current)",Graduate Degree,"24,000",7.3,6.6,8.0
"South Carolina, Congressional District 7 (113th - current)",Not a high school graduate,"45,000",12.5,11.4,13.6
"South Carolina, Congressional District 7 (113th - current)",High school diploma or GED,"206,000",56.8,54.9,58.8
"South Carolina, Congressional District 7 (113th - current)",Associate's Degree,"35,000",9.5,8.7,10.4
"South Carolina, Congressional District 7 (113th - current)",Bachelor's Degree,"50,000",13.9,12.9,14.9
"South Carolina, Congressional District 7 (113th - current)",Graduate Degree,"26,000",7.2,6.5,8.0
"South Dakota, Congressional District (at Large) (113th - current)",Not a high school graduate,"31,000",7.2,6.6,7.9
"South Dakota, Congressional District (at Large) (113th - current)",High school diploma or GED,"223,000",51.4,50.0,52.9
"South Dakota, Congressional District (at Large) (113th - current)",Associate's Degree,"53,000",12.3,11.5,13.0
"South Dakota, Congressional District (at Large) (113th - current)",Bachelor's Degree,"87,000",20.0,19.1,21.0
"South Dakota, Congressional District (at Large) (113th - current)",Graduate Degree,"39,000",9.0,8.4,9.6
"Tennessee, Congressional District 1 (113th - current)",Not a high school graduate,"45,000",12.1,11.1,13.1
"Tennessee, Congressional District 1 (113th - current)",High school diploma or GED,"214,000",58.1,56.3,59.9
"Tennessee, Congressional District 1 (113th - current)",Associate's Degree,"33,000",9.1,8.2,9.9
"Tennessee, Congressional District 1 (113th - current)",Bachelor's Degree,"50,000",13.6,12.7,14.6
"Tennessee, Congressional District 1 (113th - current)",Graduate Degree,"26,000",7.1,6.4,7.7
"Tennessee, Congressional District 2 (113th - current)",Not a high school graduate,"35,000",9.1,8.2,10.0
"Tennessee, Congressional District 2 (113th - current)",High school diploma or GED,"193,000",50.1,48.5,51.8
"Tennessee, Congressional District 2 (113th - current)",Associate's Degree,"33,000",8.5,7.8,9.2
"Tennessee, Congressional District 2 (113th - current)",Bachelor's Degree,"77,000",20.1,19.1,21.2
"Tennessee, Congressional District 2 (113th - current)",Graduate Degree,"46,000",12.1,11.3,12.9
"Tennessee, Congressional District 3 (113th - current)",Not a high school graduate,"42,000",10.8,9.9,11.7
"Tennessee, Congressional District 3 (113th - current)",High school diploma or GED,"214,000",55.5,53.7,57.3
"Tennessee, Congressional District 3 (113th - current)",Associate's Degree,"34,000",8.9,8.1,9.7
"Tennessee, Congressional District 3 (113th - current)",Bachelor's Degree,"63,000",16.3,15.4,17.3
"Tennessee, Congressional District 3 (113th - current)",Graduate Degree,"33,000",8.5,7.7,9.2
"Tennessee, Congressional District 4 (113th - current)",Not a high school graduate,"47,000",11.6,10.6,12.5
"Tennessee, Congressional District 4 (113th - current)",High school diploma or GED,"217,000",53.3,51.7,54.9
"Tennessee, Congressional District 4 (113th - current)",Associate's Degree,"37,000",9.1,8.2,9.9
"Tennessee, Congressional District 4 (113th - current)",Bachelor's Degree,"73,000",18.0,17.0,19.0
"Tennessee, Congressional District 4 (113th - current)",Graduate Degree,"33,000",8.1,7.4,8.8
"Tennessee, Congressional District 5 (113th - current)",Not a high school graduate,"42,000",9.5,8.7,10.3
"Tennessee, Congressional District 5 (113th - current)",High school diploma or GED,"189,000",43.1,41.5,44.7
"Tennessee, Congressional District 5 (113th - current)",Associate's Degree,"31,000",7.1,6.4,7.8
"Tennessee, Congressional District 5 (113th - current)",Bachelor's Degree,"117,000",26.6,25.5,27.8
"Tennessee, Congressional District 5 (113th - current)",Graduate Degree,"60,000",13.6,12.8,14.5
"Tennessee, Congressional District 6 (113th - current)",Not a high school graduate,"41,000",10.4,9.6,11.2
"Tennessee, Congressional District 6 (113th - current)",High school diploma or GED,"230,000",57.6,56.0,59.1
"Tennessee, Congressional District 6 (113th - current)",Associate's Degree,"34,000",8.6,7.8,9.4
"Tennessee, Congressional District 6 (113th - current)",Bachelor's Degree,"65,000",16.2,15.2,17.3
"Tennessee, Congressional District 6 (113th - current)",Graduate Degree,"29,000",7.2,6.6,7.9
"Tennessee, Congressional District 7 (113th - current)",Not a high school graduate,"36,000",8.9,8.1,9.7
"Tennessee, Congressional District 7 (113th - current)",High school diploma or GED,"208,000",51.6,50.0,53.2
"Tennessee, Congressional District 7 (113th - current)",Associate's Degree,"28,000",7.0,6.3,7.7
"Tennessee, Congressional District 7 (113th - current)",Bachelor's Degree,"83,000",20.6,19.6,21.7
"Tennessee, Congressional District 7 (113th - current)",Graduate Degree,"48,000",11.9,11.1,12.8
"Tennessee, Congressional District 8 (113th - current)",Not a high school graduate,"35,000",9.5,8.7,10.2
"Tennessee, Congressional District 8 (113th - current)",High school diploma or GED,"189,000",51.8,50.2,53.4
"Tennessee, Congressional District 8 (113th - current)",Associate's Degree,"29,000",7.8,7.1,8.6
"Tennessee, Congressional District 8 (113th - current)",Bachelor's Degree,"67,000",18.3,17.2,19.4
"Tennessee, Congressional District 8 (113th - current)",Graduate Degree,"46,000",12.6,11.7,13.6
"Tennessee, Congressional District 9 (113th - current)",Not a high school graduate,"47,000",13.0,11.9,14.1
"Tennessee, Congressional District 9 (113th - current)",High school diploma or GED,"204,000",55.7,53.7,57.7
"Tennessee, Congressional District 9 (113th - current)",Associate's Degree,"23,000",6.2,5.5,7.0
"Tennessee, Congressional District 9 (113th - current)",Bachelor's Degree,"56,000",15.2,14.2,16.3
"Tennessee, Congressional District 9 (113th - current)",Graduate Degree,"36,000",9.9,9.1,10.7
"Texas, Congressional District 1 (113th - current)",Not a high school graduate,"51,000",14.6,13.5,15.7
"Texas, Congressional District 1 (113th - current)",High school diploma or GED,"193,000",55.5,53.7,57.3
"Texas, Congressional District 1 (113th - current)",Associate's Degree,"35,000",10.0,9.2,10.9
"Texas, Congressional District 1 (113th - current)",Bachelor's Degree,"50,000",14.4,13.3,15.4
"Texas, Congressional District 1 (113th - current)",Graduate Degree,"19,000",5.5,4.8,6.2
"Texas, Congressional District 2 (113th - current)",Not a high school graduate,"49,000",11.5,10.3,12.7
"Texas, Congressional District 2 (113th - current)",High school diploma or GED,"165,000",38.4,36.8,40.1
"Texas, Congressional District 2 (113th - current)",Associate's Degree,"35,000",8.2,7.2,9.1
"Texas, Congressional District 2 (113th - current)",Bachelor's Degree,"120,000",27.9,26.6,29.3
"Texas, Congressional District 2 (113th - current)",Graduate Degree,"60,000",14.0,13.0,14.9
"Texas, Congressional District 3 (113th - current)",Not a high school graduate,"27,000",5.7,5.0,6.4
"Texas, Congressional District 3 (113th - current)",High school diploma or GED,"147,000",30.7,29.4,32.1
"Texas, Congressional District 3 (113th - current)",Associate's Degree,"38,000",7.9,7.1,8.7
"Texas, Congressional District 3 (113th - current)",Bachelor's Degree,"169,000",35.4,34.2,36.5
"Texas, Congressional District 3 (113th - current)",Graduate Degree,"97,000",20.3,19.2,21.3
"Texas, Congressional District 4 (113th - current)",Not a high school graduate,"44,000",11.7,10.7,12.8
"Texas, Congressional District 4 (113th - current)",High school diploma or GED,"210,000",56.1,54.4,57.7
"Texas, Congressional District 4 (113th - current)",Associate's Degree,"33,000",8.8,8.0,9.6
"Texas, Congressional District 4 (113th - current)",Bachelor's Degree,"60,000",16.0,15.1,17.0
"Texas, Congressional District 4 (113th - current)",Graduate Degree,"27,000",7.3,6.6,8.1
"Texas, Congressional District 5 (113th - current)",Not a high school graduate,"84,000",21.2,19.9,22.5
"Texas, Congressional District 5 (113th - current)",High school diploma or GED,"205,000",52.0,50.4,53.6
"Texas, Congressional District 5 (113th - current)",Associate's Degree,"29,000",7.3,6.6,8.0
"Texas, Congressional District 5 (113th - current)",Bachelor's Degree,"51,000",13.0,12.1,13.8
"Texas, Congressional District 5 (113th - current)",Graduate Degree,"26,000",6.5,5.8,7.1
"Texas, Congressional District 6 (113th - current)",Not a high school graduate,"49,000",11.7,10.6,12.8
"Texas, Congressional District 6 (113th - current)",High school diploma or GED,"205,000",49.6,47.8,51.3
"Texas, Congressional District 6 (113th - current)",Associate's Degree,"38,000",9.2,8.3,10.0
"Texas, Congressional District 6 (113th - current)",Bachelor's Degree,"82,000",19.7,18.6,20.9
"Texas, Congressional District 6 (113th - current)",Graduate Degree,"41,000",9.8,9.1,10.6
"Texas, Congressional District 7 (113th - current)",Not a high school graduate,"51,000",11.6,10.4,12.8
"Texas, Congressional District 7 (113th - current)",High school diploma or GED,"148,000",33.9,32.2,35.6
"Texas, Congressional District 7 (113th - current)",Associate's Degree,"27,000",6.1,5.3,6.9
"Texas, Congressional District 7 (113th - current)",Bachelor's Degree,"125,000",28.5,27.2,29.7
"Texas, Congressional District 7 (113th - current)",Graduate Degree,"87,000",19.9,18.9,20.9
"Texas, Congressional District 8 (113th - current)",Not a high school graduate,"55,000",12.1,11.1,13.2
"Texas, Congressional District 8 (113th - current)",High school diploma or GED,"219,000",48.6,46.6,50.5
"Texas, Congressional District 8 (113th - current)",Associate's Degree,"34,000",7.6,6.7,8.4
"Texas, Congressional District 8 (113th - current)",Bachelor's Degree,"99,000",21.9,20.5,23.2
"Texas, Congressional District 8 (113th - current)",Graduate Degree,"45,000",9.9,8.9,10.8
"Texas, Congressional District 9 (113th - current)",Not a high school graduate,"90,000",21.0,19.8,22.3
"Texas, Congressional District 9 (113th - current)",High school diploma or GED,"198,000",46.4,44.4,48.4
"Texas, Congressional District 9 (113th - current)",Associate's Degree,"30,000",7.1,6.2,8.0
"Texas, Congressional District 9 (113th - current)",Bachelor's Degree,"71,000",16.6,15.3,17.9
"Texas, Congressional District 9 (113th - current)",Graduate Degree,"38,000",8.9,8.0,9.8
"Texas, Congressional District 10 (113th - current)",Not a high school graduate,"43,000",9.3,8.4,10.2
"Texas, Congressional District 10 (113th - current)",High school diploma or GED,"190,000",41.3,39.6,42.9
"Texas, Congressional District 10 (113th - current)",Associate's Degree,"37,000",7.9,7.1,8.7
"Texas, Congressional District 10 (113th - current)",Bachelor's Degree,"129,000",27.9,26.5,29.2
"Texas, Congressional District 10 (113th - current)",Graduate Degree,"63,000",13.6,12.8,14.5
"Texas, Congressional District 11 (113th - current)",Not a high school graduate,"58,000",15.6,14.4,16.7
"Texas, Congressional District 11 (113th - current)",High school diploma or GED,"209,000",56.0,54.1,57.9
"Texas, Congressional District 11 (113th - current)",Associate's Degree,"29,000",7.7,6.8,8.5
"Texas, Congressional District 11 (113th - current)",Bachelor's Degree,"56,000",14.9,14.1,15.8
"Texas, Congressional District 11 (113th - current)",Graduate Degree,"22,000",5.9,5.2,6.6
"Texas, Congressional District 12 (113th - current)",Not a high school graduate,"50,000",11.7,10.8,12.7
"Texas, Congressional District 12 (113th - current)",High school diploma or GED,"206,000",47.9,46.2,49.7
"Texas, Congressional District 12 (113th - current)",Associate's Degree,"38,000",8.8,7.9,9.6
"Texas, Congressional District 12 (113th - current)",Bachelor's Degree,"96,000",22.5,21.2,23.7
"Texas, Congressional District 12 (113th - current)",Graduate Degree,"39,000",9.1,8.4,9.8
"Texas, Congressional District 13 (113th - current)",Not a high school graduate,"59,000",16.6,15.4,17.7
"Texas, Congressional District 13 (113th - current)",High school diploma or GED,"196,000",54.6,53.0,56.2
"Texas, Congressional District 13 (113th - current)",Associate's Degree,"31,000",8.8,8.0,9.5
"Texas, Congressional District 13 (113th - current)",Bachelor's Degree,"53,000",14.7,13.8,15.6
"Texas, Congressional District 13 (113th - current)",Graduate Degree,"19,000",5.4,4.8,6.0
"Texas, Congressional District 14 (113th - current)",Not a high school graduate,"52,000",12.9,11.9,14.0
"Texas, Congressional District 14 (113th - current)",High school diploma or GED,"220,000",54.5,52.5,56.4
"Texas, Congressional District 14 (113th - current)",Associate's Degree,"34,000",8.4,7.6,9.2
"Texas, Congressional District 14 (113th - current)",Bachelor's Degree,"67,000",16.6,15.5,17.6
"Texas, Congressional District 14 (113th - current)",Graduate Degree,"31,000",7.7,6.9,8.4
"Texas, Congressional District 15 (113th - current)",Not a high school graduate,"99,000",26.4,24.8,28.0
"Texas, Congressional District 15 (113th - current)",High school diploma or GED,"177,000",47.2,45.2,49.2
"Texas, Congressional District 15 (113th - current)",Associate's Degree,"24,000",6.3,5.6,7.1
"Texas, Congressional District 15 (113th - current)",Bachelor's Degree,"54,000",14.2,13.2,15.3
"Texas, Congressional District 15 (113th - current)",Graduate Degree,"22,000",5.8,5.1,6.6
"Texas, Congressional District 16 (113th - current)",Not a high school graduate,"52,000",14.1,13.0,15.3
"Texas, Congressional District 16 (113th - current)",High school diploma or GED,"184,000",50.1,48.1,52.0
"Texas, Congressional District 16 (113th - current)",Associate's Degree,"34,000",9.2,8.3,10.2
"Texas, Congressional District 16 (113th - current)",Bachelor's Degree,"64,000",17.5,16.3,18.6
"Texas, Congressional District 16 (113th - current)",Graduate Degree,"33,000",9.1,8.3,9.9
"Texas, Congressional District 17 (113th - current)",Not a high school graduate,"54,000",14.0,12.9,15.1
"Texas, Congressional District 17 (113th - current)",High school diploma or GED,"177,000",46.1,44.3,47.8
"Texas, Congressional District 17 (113th - current)",Associate's Degree,"33,000",8.7,7.8,9.6
"Texas, Congressional District 17 (113th - current)",Bachelor's Degree,"80,000",20.9,19.7,22.0
"Texas, Congressional District 17 (113th - current)",Graduate Degree,"40,000",10.4,9.6,11.2
"Texas, Congressional District 18 (113th - current)",Not a high school graduate,"98,000",22.8,21.4,24.2
"Texas, Congressional District 18 (113th - current)",High school diploma or GED,"207,000",48.3,46.6,50.0
"Texas, Congressional District 18 (113th - current)",Associate's Degree,"26,000",6.1,5.2,6.9
"Texas, Congressional District 18 (113th - current)",Bachelor's Degree,"61,000",14.2,13.3,15.1
"Texas, Congressional District 18 (113th - current)",Graduate Degree,"37,000",8.7,8.0,9.4
"Texas, Congressional District 19 (113th - current)",Not a high school graduate,"60,000",17.0,15.9,18.1
"Texas, Congressional District 19 (113th - current)",High school diploma or GED,"189,000",53.4,51.5,55.2
"Texas, Congressional District 19 (113th - current)",Associate's Degree,"25,000",7.0,6.3,7.7
"Texas, Congressional District 19 (113th - current)",Bachelor's Degree,"54,000",15.3,14.3,16.3
"Texas, Congressional District 19 (113th - current)",Graduate Degree,"26,000",7.3,6.7,8.0
"Texas, Congressional District 20 (113th - current)",Not a high school graduate,"64,000",15.1,14.0,16.3
"Texas, Congressional District 20 (113th - current)",High school diploma or GED,"211,000",50.2,48.4,51.9
"Texas, Congressional District 20 (113th - current)",Associate's Degree,"39,000",9.2,8.3,10.1
"Texas, Congressional District 20 (113th - current)",Bachelor's Degree,"72,000",17.0,15.9,18.0
"Texas, Congressional District 20 (113th - current)",Graduate Degree,"36,000",8.5,7.8,9.3
"Texas, Congressional District 21 (113th - current)",Not a high school graduate,"25,000",5.8,5.0,6.5
"Texas, Congressional District 21 (113th - current)",High school diploma or GED,"171,000",40.0,38.4,41.6
"Texas, Congressional District 21 (113th - current)",Associate's Degree,"30,000",7.0,6.3,7.8
"Texas, Congressional District 21 (113th - current)",Bachelor's Degree,"130,000",30.2,29.0,31.5
"Texas, Congressional District 21 (113th - current)",Graduate Degree,"73,000",16.9,15.9,17.9
"Texas, Congressional District 22 (113th - current)",Not a high school graduate,"36,000",7.4,6.6,8.3
"Texas, Congressional District 22 (113th - current)",High school diploma or GED,"164,000",34.3,32.7,35.9
"Texas, Congressional District 22 (113th - current)",Associate's Degree,"47,000",9.9,8.8,10.9
"Texas, Congressional District 22 (113th - current)",Bachelor's Degree,"142,000",29.5,28.2,30.9
"Texas, Congressional District 22 (113th - current)",Graduate Degree,"90,000",18.9,17.6,20.1
"Texas, Congressional District 23 (113th - current)",Not a high school graduate,"76,000",20.1,18.8,21.4
"Texas, Congressional District 23 (113th - current)",High school diploma or GED,"187,000",49.3,47.7,50.9
"Texas, Congressional District 23 (113th - current)",Associate's Degree,"28,000",7.3,6.4,8.1
"Texas, Congressional District 23 (113th - current)",Bachelor's Degree,"63,000",16.5,15.5,17.5
"Texas, Congressional District 23 (113th - current)",Graduate Degree,"26,000",6.8,6.2,7.4
"Texas, Congressional District 24 (113th - current)",Not a high school graduate,"38,000",8.2,7.4,9.0
"Texas, Congressional District 24 (113th - current)",High school diploma or GED,"175,000",37.7,36.3,39.2
"Texas, Congressional District 24 (113th - current)",Associate's Degree,"29,000",6.3,5.7,6.8
"Texas, Congressional District 24 (113th - current)",Bachelor's Degree,"144,000",30.9,29.8,32.0
"Texas, Congressional District 24 (113th - current)",Graduate Degree,"79,000",17.0,16.1,17.8
"Texas, Congressional District 25 (113th - current)",Not a high school graduate,"33,000",8.1,7.3,8.8
"Texas, Congressional District 25 (113th - current)",High school diploma or GED,"177,000",43.2,41.7,44.7
"Texas, Congressional District 25 (113th - current)",Associate's Degree,"34,000",8.2,7.5,9.0
"Texas, Congressional District 25 (113th - current)",Bachelor's Degree,"107,000",26.1,24.9,27.3
"Texas, Congressional District 25 (113th - current)",Graduate Degree,"59,000",14.5,13.6,15.4
"Texas, Congressional District 26 (113th - current)",Not a high school graduate,"31,000",6.3,5.6,7.0
"Texas, Congressional District 26 (113th - current)",High school diploma or GED,"182,000",37.8,36.3,39.2
"Texas, Congressional District 26 (113th - current)",Associate's Degree,"44,000",9.1,8.2,10.0
"Texas, Congressional District 26 (113th - current)",Bachelor's Degree,"151,000",31.3,30.0,32.6
"Texas, Congressional District 26 (113th - current)",Graduate Degree,"75,000",15.5,14.6,16.4
"Texas, Congressional District 27 (113th - current)",Not a high school graduate,"61,000",16.5,15.3,17.7
"Texas, Congressional District 27 (113th - current)",High school diploma or GED,"202,000",54.7,53.0,56.5
"Texas, Congressional District 27 (113th - current)",Associate's Degree,"31,000",8.4,7.6,9.2
"Texas, Congressional District 27 (113th - current)",Bachelor's Degree,"51,000",13.7,12.8,14.6
"Texas, Congressional District 27 (113th - current)",Graduate Degree,"24,000",6.6,5.9,7.3
"Texas, Congressional District 28 (113th - current)",Not a high school graduate,"85,000",24.1,22.7,25.4
"Texas, Congressional District 28 (113th - current)",High school diploma or GED,"177,000",49.9,48.1,51.7
"Texas, Congressional District 28 (113th - current)",Associate's Degree,"24,000",6.9,6.1,7.6
"Texas, Congressional District 28 (113th - current)",Bachelor's Degree,"49,000",13.7,12.7,14.7
"Texas, Congressional District 28 (113th - current)",Graduate Degree,"19,000",5.4,4.7,6.1
"Texas, Congressional District 29 (113th - current)",Not a high school graduate,"137,000",35.7,34.1,37.2
"Texas, Congressional District 29 (113th - current)",High school diploma or GED,"183,000",47.6,46.1,49.1
"Texas, Congressional District 29 (113th - current)",Associate's Degree,"21,000",5.4,4.7,6.1
"Texas, Congressional District 29 (113th - current)",Bachelor's Degree,"31,000",8.1,7.2,9.0
"Texas, Congressional District 29 (113th - current)",Graduate Degree,"12,000",3.2,2.6,3.7
"Texas, Congressional District 30 (113th - current)",Not a high school graduate,"85,000",21.1,19.7,22.4
"Texas, Congressional District 30 (113th - current)",High school diploma or GED,"209,000",51.8,50.0,53.5
"Texas, Congressional District 30 (113th - current)",Associate's Degree,"25,000",6.2,5.5,7.0
"Texas, Congressional District 30 (113th - current)",Bachelor's Degree,"57,000",14.2,13.2,15.2
"Texas, Congressional District 30 (113th - current)",Graduate Degree,"27,000",6.7,6.1,7.4
"Texas, Congressional District 31 (113th - current)",Not a high school graduate,"31,000",6.9,6.1,7.7
"Texas, Congressional District 31 (113th - current)",High school diploma or GED,"208,000",46.5,44.7,48.2
"Texas, Congressional District 31 (113th - current)",Associate's Degree,"46,000",10.2,9.3,11.0
"Texas, Congressional District 31 (113th - current)",Bachelor's Degree,"111,000",24.7,23.5,25.8
"Texas, Congressional District 31 (113th - current)",Graduate Degree,"53,000",11.8,11.0,12.6
"Texas, Congressional District 32 (113th - current)",Not a high school graduate,"54,000",12.8,11.8,13.8
"Texas, Congressional District 32 (113th - current)",High school diploma or GED,"159,000",37.7,36.0,39.4
"Texas, Congressional District 32 (113th - current)",Associate's Degree,"29,000",6.8,6.1,7.5
"Texas, Congressional District 32 (113th - current)",Bachelor's Degree,"119,000",28.0,26.9,29.2
"Texas, Congressional District 32 (113th - current)",Graduate Degree,"62,000",14.7,13.9,15.5
"Texas, Congressional District 33 (113th - current)",Not a high school graduate,"151,000",40.5,39.0,42.0
"Texas, Congressional District 33 (113th - current)",High school diploma or GED,"174,000",46.4,44.8,48.0
"Texas, Congressional District 33 (113th - current)",Associate's Degree,"13,000",3.5,2.9,4.0
"Texas, Congressional District 33 (113th - current)",Bachelor's Degree,"27,000",7.3,6.6,8.0
"Texas, Congressional District 33 (113th - current)",Graduate Degree,"9,000",2.3,1.9,2.6
"Texas, Congressional District 34 (113th - current)",Not a high school graduate,"87,000",26.1,24.7,27.6
"Texas, Congressional District 34 (113th - current)",High school diploma or GED,"168,000",50.3,48.4,52.3
"Texas, Congressional District 34 (113th - current)",Associate's Degree,"24,000",7.3,6.5,8.1
"Texas, Congressional District 34 (113th - current)",Bachelor's Degree,"40,000",12.0,10.9,13.1
"Texas, Congressional District 34 (113th - current)",Graduate Degree,"14,000",4.2,3.6,4.8
"Texas, Congressional District 35 (113th - current)",Not a high school graduate,"77,000",17.4,16.4,18.5
"Texas, Congressional District 35 (113th - current)",High school diploma or GED,"228,000",51.6,50.0,53.2
"Texas, Congressional District 35 (113th - current)",Associate's Degree,"30,000",6.9,6.2,7.6
"Texas, Congressional District 35 (113th - current)",Bachelor's Degree,"73,000",16.6,15.6,17.6
"Texas, Congressional District 35 (113th - current)",Graduate Degree,"33,000",7.5,6.7,8.2
"Texas, Congressional District 36 (113th - current)",Not a high school graduate,"61,000",15.5,14.3,16.7
"Texas, Congressional District 36 (113th - current)",High school diploma or GED,"227,000",57.8,56.0,59.6
